objectid,parentid,filename,identifier,title,description,archival_call_number,archival_collection,finding_aid_ark,source,contributing_institution_valueURI,language,subject,topical_subject_fast_valueURI,geographic_subject_fast,geographic_subject_fast_valueURI,geographic_subject_local,location,latitude,longitude,personal_name_subject,personal_name_subject_valueURI,corporate_name_subject,corporate_name_subject_valueURI,extent,rights,rightsstatement,date,ark,date_created,date_modified,digital_collection,digital_collection_ark,digital_origin,pid,local_id,type,dcmi_type_valueURI,type_of_resource,imt_type,format,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
iowastateparks0056,iowastateparks0054,26-05-06_LandArchExt_0003-005-003b.jpg,26-05-06_LandArchExt_0003-005-003b,Back,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_71,IowaStateParks_71,,,,image/tiff,image/jpeg,image,/objects/26-05-06_LandArchExt_0003-005-003b.jpg,/objects/small/26-05-06_landarchext_0003-005-003b_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-005-003b_th.jpg,,
iowastateparks0057,,,,View of Reibowermere Meadow in Backbone State Park,Elevated view of Reibowermere Meadow in Backbone State Park.,RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Delaware County,http://id.worldcat.org/fast/1212219,Iowa--Backbone State Park,Backbone State Park,42.60089808,-91.53276676,,,,,1 item,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,1919,https://n2t.net/ark:/87292/w96g7n,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_75,IowaStateParks_75,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,multiple,,/objects/small/26-05-06_landarchext_0003-005-004a_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-005-004a_th.jpg,,
iowastateparks0058,iowastateparks0057,26-05-06_LandArchExt_0003-005-004a.jpg,26-05-06_LandArchExt_0003-005-004a,Front,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_73,IowaStateParks_73,,,,image/tiff,image/jpeg,image,/objects/26-05-06_LandArchExt_0003-005-004a.jpg,/objects/small/26-05-06_landarchext_0003-005-004a_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-005-004a_th.jpg,,
iowastateparks0059,iowastateparks0057,26-05-06_LandArchExt_0003-005-004b.jpg,26-05-06_LandArchExt_0003-005-004b,Back,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-17,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_74,IowaStateParks_74,,,,image/tiff,image/jpeg,image,/objects/26-05-06_LandArchExt_0003-005-004b.jpg,/objects/small/26-05-06_landarchext_0003-005-004b_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-005-004b_th.jpg,,
iowastateparks0060,,,,Backbone State Park,Raised view of Backbone State Park.,RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Delaware County,http://id.worldcat.org/fast/1212219,Iowa--Backbone State Park,Backbone State Park,42.60089808,-91.53276676,,,,,1 item,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,1919,https://n2t.net/ark:/87292/w92s5r,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_78,IowaStateParks_78,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,multiple,,/objects/small/26-05-06_landarchext_0003-005-005a_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-005-005a_th.jpg,,
iowastateparks0061,iowastateparks0060,26-05-06_LandArchExt_0003-005-005a.jpg,26-05-06_LandArchExt_0003-005-005a,Front,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_76,IowaStateParks_76,,,,image/tiff,image/jpeg,image,/objects/26-05-06_LandArchExt_0003-005-005a.jpg,/objects/small/26-05-06_landarchext_0003-005-005a_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-005-005a_th.jpg,,
iowastateparks0062,iowastateparks0060,26-05-06_LandArchExt_0003-005-005b.jpg,26-05-06_LandArchExt_0003-005-005b,Back,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by copyright and related rights. However, the rights-holder is unidentified or unlocatable. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library, Digital Scholarship and Initiatives.",http://rightsstatements.org/vocab/InC-RUU/1.0/,,,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_77,IowaStateParks_77,,,,image/tiff,image/jpeg,image,/objects/26-05-06_LandArchExt_0003-005-005b.jpg,/objects/small/26-05-06_landarchext_0003-005-005b_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-005-005b_th.jpg,,
iowastateparks0063,,,,John R. Fitzsimmons,"Black and white photograph of John R. Fitzsimmons, a Landscape Architect for Extension Services at Iowa State University.",RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Story County,http://id.worldcat.org/fast/1221286,,,,,,,,,1 photograph,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,https://n2t.net/ark:/87292/w9z02r,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_81,IowaStateParks_81,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,multiple,,/objects/small/26-05-a_fitzsimmons_2102-001-001a_sm.jpg,/objects/thumbs/26-05-a_fitzsimmons_2102-001-001a_th.jpg,,
iowastateparks0064,iowastateparks0063,26-05-A_Fitzsimmons_2102-001-001a.jpg,26-05-A_Fitzsimmons_2102-001-001a,Front,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_79,IowaStateParks_79,,,,image/tiff,image/jpeg,image,/objects/26-05-A_Fitzsimmons_2102-001-001a.jpg,/objects/small/26-05-a_fitzsimmons_2102-001-001a_sm.jpg,/objects/thumbs/26-05-a_fitzsimmons_2102-001-001a_th.jpg,,
iowastateparks0065,iowastateparks0063,26-05-A_Fitzsimmons_2102-001-001b.jpg,26-05-A_Fitzsimmons_2102-001-001b,Back,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_80,IowaStateParks_80,,,,image/tiff,image/jpeg,image,/objects/26-05-A_Fitzsimmons_2102-001-001b.jpg,/objects/small/26-05-a_fitzsimmons_2102-001-001b_sm.jpg,/objects/thumbs/26-05-a_fitzsimmons_2102-001-001b_th.jpg,,
iowastateparks0066,,0075_SaveThe LedgesCoalition_0002-001-001.pdf,0075_SaveThe LedgesCoalition_0002-001-001,Congressman Tom Harkin report from Washington,Newsletter from Tom Harkin's congressional office responding to the efforts to protect parts of Ledges State Parks from flooding from the construction of the Saylorville Dam.,MS 75,Save the Ledges Coalition records,https://n2t.net/ark:/87292/w9kj1g,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Boone County,http://id.worldcat.org/fast/1212206,Iowa--Ledges State Park,Ledges State Park,41.99183862,-93.87440815,,,,,2 pages,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1974-06-04,https://n2t.net/ark:/87292/w9t90v,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_84,IowaStateParks_84,Text,http://purl.org/dc/dcmitype/Text,text,image/tiff,application/pdf,pdf,/objects/0075_SaveThe LedgesCoalition_0002-001-001.pdf,/objects/small/0075_savethe ledgescoalition_0002-001-001_sm.jpg,/objects/thumbs/0075_savethe ledgescoalition_0002-001-001_th.jpg,,
iowastateparks0067,,0075_SaveTheLedgesCoalition_0002-005-001.pdf,0075_SaveTheLedgesCoalition_0002-005-001,Save the Ledges,"""Save the Ledges!"" pamphlet generated to support the protection of Ledges State Parks from flooding due to the Saylorville Reservoir construction project.",MS 75,Save the Ledges Coalition records,https://n2t.net/ark:/87292/w9kj1g,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Boone County;Iowa--Story County,http://id.worldcat.org/fast/1212206;http://id.worldcat.org/fast/1221286,Iowa--Ledges State Park,Ledges State Park,41.99183862,-93.87440815,,,,,4 pages,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1973,https://n2t.net/ark:/87292/w9pg70,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_89,IowaStateParks_89,Text,http://purl.org/dc/dcmitype/Text,text,image/tiff,application/pdf,pdf,/objects/0075_SaveTheLedgesCoalition_0002-005-001.pdf,/objects/small/0075_savetheledgescoalition_0002-005-001_sm.jpg,/objects/thumbs/0075_savetheledgescoalition_0002-005-001_th.jpg,,
iowastateparks0068,,0097_CSL_0001_005_001.pdf,0097_CSL_0001_005_001,Iowa Student Public Interest Research Group letter to the members of the Ledges Coalition,A letter to members of the Ledges Coalition from the Iowa Student Public Interest Research Group regarding major developments in the save the ledges project.,MS 97,Iowa Citizens to Save the Ledges State Park records,https://n2t.net/ark:/87292/w90n2m,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Boone County;Iowa--Story County,http://id.worldcat.org/fast/1212206;http://id.worldcat.org/fast/1221286,Iowa--Ledges State Park,Ledges State Park,41.99183862,-93.87440815,,,,,2 pages,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1975-06-26,https://n2t.net/ark:/87292/w9js6g,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_92,IowaStateParks_92,Text,http://purl.org/dc/dcmitype/Text,text,image/tiff,application/pdf,pdf,/objects/0097_CSL_0001_005_001.pdf,/objects/small/0097_csl_0001_005_001_sm.jpg,/objects/thumbs/0097_csl_0001_005_001_th.jpg,,
iowastateparks0069,,02-07-A_Pearson_0053-003-004.jpg,02-07-A_Pearson_0053-003-004,Raymond Pearson,"Black and white photograph of Raymond Pearson, the 7th president of Iowa State University.",RS 2/7,Raymond A. Pearson papers,https://n2t.net/ark:/87292/w9nn2h,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,zxx,,,Iowa--Story County,http://id.worldcat.org/fast/1221286,,,,,,,,,1 photograph,"The Iowa State University Library has reviewed this item but was unable to make a conclusive determination as to the copyright and related rights status of the item. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/UND/1.0/,,https://n2t.net/ark:/87292/w9f023,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_93,IowaStateParks_93,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,image/jpeg,image,/objects/02-07-A_Pearson_0053-003-004.jpg,/objects/small/02-07-a_pearson_0053-003-004_sm.jpg,/objects/thumbs/02-07-a_pearson_0053-003-004_th.jpg,,
iowastateparks0070,,26-05-06_LandArchExt_0003-004-001.jpg,26-05-06_LandArchExt_0003-004-001,"Rustic Quarry, Bellevue, Iowa","Black and white photograph showing two children near the Rustic Quarry, located in Bellevue, Iowa.",RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,zxx,,,Iowa--Jackson County,http://id.worldcat.org/fast/1215014,Iowa--Rustic Quarry,Rustic Quarry,42.25867214,-90.42614261,,,,,1 photograph,"The Iowa State University Library has reviewed this item but was unable to make a conclusive determination as to the copyright and related rights status of the item. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/UND/1.0/,1928,https://n2t.net/ark:/87292/w9991k,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_94,IowaStateParks_94,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,image/jpeg,image,/objects/26-05-06_LandArchExt_0003-004-001.jpg,/objects/small/26-05-06_landarchext_0003-004-001_sm.jpg,/objects/thumbs/26-05-06_landarchext_0003-004-001_th.jpg,,
iowastateparks0072,,26-05-06_ExtensionLA_C405-D14-F002-003.jpg,26-05-06_ExtensionLA_C405-D14-F002-003,Sketch of construction details for small toilets to be used in Iowa State Parks,A line drawing of the construction details for small toilets to be used in Iowa State parks.,RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,Public toilets--Design and construction,http://id.worldcat.org/fast/1431038,Iowa,http://id.worldcat.org/fast/1205835,,,,,,,,,1 item,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1925,https://n2t.net/ark:/87292/w91s6t,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_97,IowaStateParks_97,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,image/jpeg,image,/objects/26-05-06_ExtensionLA_C405-D14-F002-003.jpg,/objects/small/26-05-06_extensionla_c405-d14-f002-003_sm.jpg,/objects/thumbs/26-05-06_extensionla_c405-d14-f002-003_th.jpg,,
iowastateparks0073,,26-05-06_ExtensionLA_C405-D14-F002-002.jpg,26-05-06_ExtensionLA_C405-D14-F002-002,Drawings of potential entrance gates for Iowa State Parks,A drawing of the potential entrance gates for Iowa state parks.,RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,Gates;Parks,http://id.worldcat.org/fast/938950;http://id.worldcat.org/fast/1053705,Iowa,http://id.worldcat.org/fast/1205835,,,,,,,,,1 item,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1927,https://n2t.net/ark:/87292/w9x03t,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_98,IowaStateParks_98,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,image/jpeg,image,/objects/26-05-06_ExtensionLA_C405-D14-F002-002.jpg,/objects/small/26-05-06_extensionla_c405-d14-f002-002_sm.jpg,/objects/thumbs/26-05-06_extensionla_c405-d14-f002-002_th.jpg,,
iowastateparks0074,,13-05-13_Pammel_0037_001_001.pdf,13-05-13_Pammel_0037_001_001,Louis Hermann Pammel letter to Mrs. C. H. McNider,A letter from Louis Hermann Pammel to Mrs. C.H. McNider highlighting the work of women during the dedication of the Backbone State Park.,RS 13/5/13,Louis Hermann Pammel papers,https://n2t.net/ark:/87292/w9jv31,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Delaware County;Iowa--Story County,http://id.worldcat.org/fast/1212219;http://id.worldcat.org/fast/1221286,Iowa--Backbone State Park,Backbone State Park,42.60089808,-91.53276676,,,,,1 page,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1920-06-09,https://n2t.net/ark:/87292/w9s90j,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_99,IowaStateParks_99,Text,http://purl.org/dc/dcmitype/Text,text,image/tiff,application/pdf,pdf,/objects/13-05-13_Pammel_0037_001_001.pdf,/objects/small/13-05-13_pammel_0037_001_001_sm.jpg,/objects/thumbs/13-05-13_pammel_0037_001_001_th.jpg,,
iowastateparks0075,,26-05-06_ExtensionLA_C405-D14-F002-005.jpg,26-05-06_ExtensionLA_C405-D14-F002-005,Construction details for picnic tables for use in Iowa State Parks,A drawing depicting the construction details for picnic tables to be used in Iowa state parks.,RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,Parks;Tables--Design and construction,http://id.worldcat.org/fast/1053705;http://id.worldcat.org/fast/1141768,Iowa,http://id.worldcat.org/fast/1205835,,,,,,,,,1 item,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1928,https://n2t.net/ark:/87292/w9n58cq3c,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_100,IowaStateParks_100,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,image/jpeg,image,/objects/26-05-06_ExtensionLA_C405-D14-F002-005.jpg,/objects/small/26-05-06_extensionla_c405-d14-f002-005_sm.jpg,/objects/thumbs/26-05-06_extensionla_c405-d14-f002-005_th.jpg,,
iowastateparks0076,,13-05-55_Hayden_0001-007-001.jpg,13-05-55_Hayden_0001-007-001,John M. Aikman at Hayden Prairie State Preserve,A black and white photograph of John M. Aikman and another man at Hayden Prairie State Preserve.,RS 13/5/55,Ada Hayden papers,https://n2t.net/ark:/87292/w9sb7j,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,zxx,,,Iowa--Howard County,http://id.worldcat.org/fast/1212638,Iowa--Hayden Prairie State Preserve,Hayden Prairie State Preserve,43.43852019,-92.38251037,,,,,1 photograph,"The Iowa State University Library has reviewed this item but was unable to make a conclusive determination as to the copyright and related rights status of the item. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/UND/1.0/,1957,https://n2t.net/ark:/87292/w9ng82,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_101,IowaStateParks_101,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,image/jpeg,image,/objects/13-05-55_Hayden_0001-007-001.jpg,/objects/small/13-05-55_hayden_0001-007-001_sm.jpg,/objects/thumbs/13-05-55_hayden_0001-007-001_th.jpg,,
iowastateparks0077,,26-05-06_ExtensionLA_C405-D14-F002-004.jpg,26-05-06_ExtensionLA_C405-D14-F002-004,Sketch plan of shelter house for state parks,A pencil drawing showing the plans for shelter houses to be used in State Parks in the state of Iowa.,RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,Parks,http://id.worldcat.org/fast/1053705,Iowa,http://id.worldcat.org/fast/1205835,,,,,,,,,1 item,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1927-09-27,https://n2t.net/ark:/87292/w9hs5s,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_102,IowaStateParks_102,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,image/jpeg,image,/objects/26-05-06_ExtensionLA_C405-D14-F002-004.jpg,/objects/small/26-05-06_extensionla_c405-d14-f002-004_sm.jpg,/objects/thumbs/26-05-06_extensionla_c405-d14-f002-004_th.jpg,,
iowastateparks0078,,26-05-06_ExtensionLA_0005-003-001.jpg,26-05-06_ExtensionLA_0005-003-001,"Sketch plan for the landscape development of Backbone State Park located in Delaware County, Iowa","Hand colored print of the landscape plan for Backbone State Park, located in Delaware County, Iowa.",RS 26/5,Iowa State University. Department of Landscape Architecture records,https://n2t.net/ark:/87292/w93f8r,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,,,Iowa--Delaware County,http://id.worldcat.org/fast/1212219,Iowa--Backbone State Park,Backbone State Park,42.60089808,-91.53276676,,,,,1 item,"The Iowa State University Library has reviewed this item but was unable to make a conclusive determination as to the copyright and related rights status of the item. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/UND/1.0/,1933,https://n2t.net/ark:/87292/w9d04j,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_103,IowaStateParks_103,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,image/jpeg,image,/objects/26-05-06_ExtensionLA_0005-003-001.jpg,/objects/small/26-05-06_extensionla_0005-003-001_sm.jpg,/objects/thumbs/26-05-06_extensionla_0005-003-001_th.jpg,,
iowastateparks0079,,13-05-13_Pammel_0045-001_b-020.pdf,13-05-13_Pammel_0045-001_b-020,Lamont Commercial Club breakfast invitation,A Lamont Commercial Club Breakfast Invitation in honor of Governor Harding and Party and the dedication of the first state park.,RS 13/5/13,Louis Hermann Pammel papers,https://n2t.net/ark:/87292/w9jv31,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,eng,Parks,http://id.worldcat.org/fast/1053705,Iowa--Buchanan County,http://id.worldcat.org/fast/1208361,,,,,,,Lamont Commercial Club,,1 item,"The Iowa State University Library has reviewed this item but was unable to make a conclusive determination as to the copyright and related rights status of the item. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/UND/1.0/,1920-05-28,https://n2t.net/ark:/87292/w9889z,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_104,IowaStateParks_104,Text,http://purl.org/dc/dcmitype/Text,text,image/tiff,application/pdf,pdf,/objects/13-05-13_Pammel_0045-001_b-020.pdf,/objects/small/13-05-13_pammel_0045-001_b-020_sm.jpg,/objects/thumbs/13-05-13_pammel_0045-001_b-020_th.jpg,,
iowastateparks0080,,13-05-13_Pammel_0060-004_e001.jpg,13-05-13_Pammel_0060-004_e001,Photograph of Louis Hermann Pammel pointing in an archway,A black and white photograph showing Louis Hermann Pammel pointing to a field while standing in an archway in an unknown Iowa state park.,RS 13/5/13,Louis Hermann Pammel papers,https://n2t.net/ark:/87292/w9jv31,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,zxx,Parks,http://id.worldcat.org/fast/1053705,Iowa,http://id.worldcat.org/fast/1205835,,,,,,,,,1 photograph,"The Iowa State University Library has reviewed this item but was unable to make a conclusive determination as to the copyright and related rights status of the item. If you have information that can contribute to identifying or locating the rights-holder, please notify the Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/UND/1.0/,1931,https://n2t.net/ark:/87292/w94k72,2017-07-26,2023-12-13,Iowa State Parks,https://n2t.net/ark:/87292/w9dj58g4z,reformatted digital,IowaStateParks_105,IowaStateParks_105,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,image/jpeg,image,/objects/13-05-13_Pammel_0060-004_e001.jpg,/objects/small/13-05-13_pammel_0060-004_e001_sm.jpg,/objects/thumbs/13-05-13_pammel_0060-004_e001_th.jpg,,
